db,version,country,event_name,category,col,archive,full_repl
GDELT,v3,South Korea,First vice-ministerial China-ROK 2+2 diplomatic and security dialogue,High-level visit,shock,-1.5353700414687137,-1.4923374731190406
GDELT,v3,Spain,China-Spain comprehensive strategic partnership established,Strategic partnership upgrade,shock,-0.6577059243617962,-0.9493443634204397
GDELT,v3,Spain,Joint statement on deepening comprehensive strategic partnership,Strategic partnership upgrade,shock,0.04803109305671419,0.06932892919667744
GDELT,v3,Spain,China-Spain business deals worth over $4 billion signed,Economic win-win cooperation,shock,-0.37901681454824554,-0.5470795734158778
GDELT,v3,Spain,Yiwu-Madrid China-Europe freight train launched,Economic win-win cooperation,shock,-1.2860525790052737,-1.8563110376809835
GDELT,v3,Spain,China sends COVID-19 medical aid to Spain,Pandemic / crisis aid,shock,0.6828156364703027,0.9855881659685946
GDELT,v3,Spain,Spain passes 5G cybersecurity law enabling Huawei/ZTE restrictions,Tech control / export restriction,shock,0.07513897345939469,0.10845692320027678
GDELT,v3,Spain,50th anniversary of China-Spain diplomatic relations,Cultural / people-to-people cooperation,shock,0.407676940042625,0.5884481054378647
GDELT,v3,Spain,China-Spain Action Plan 2025-2028 released,Strategic partnership upgrade,shock,-0.38935749569581896,-0.5620054954697237
GDELT,v3,Thailand,China-Thailand Early Harvest FTA on fruits and vegetables takes effect,Economic win-win cooperation,shock,-0.20006557245268886,-0.22635477029348605
GDELT,v3,Thailand,China donates flood relief aid to Thailand,Pandemic / crisis aid,shock,2.0873358747878497,2.361617876932259
GDELT,v3,Thailand,China-Thailand railway cooperation MoU signed,Economic win-win cooperation,shock,0.8593123820570975,0.9722285272088964
GDELT,v3,Thailand,China-Thailand railway project launching ceremony held,Economic win-win cooperation,shock,0.37306084023337777,0.42208211918365035
GDELT,v3,Thailand,Thailand approves purchase of Chinese S26T submarine,Military / security cooperation,shock,0.19314753205040525,0.21852767927056505
GDELT,v3,Thailand,COVID-19 pandemic travel restrictions disrupt China-Thailand tourism,Pandemic / disaster shock,shock,-0.5743865090683196,-0.6498625661873056
GDELT,v3,Thailand,First batch of China's Sinovac COVID-19 vaccines arrives in Thailand,Pandemic / crisis aid,shock,-2.0133913097937364,-2.2779567811300194
GDELT,v3,Thailand,Thailand announces five-month visa exemption for Chinese tourists,Cultural / people-to-people cooperation,shock,0.4570327431916586,0.5170881743095186
GDELT,v3,Thailand,China-Thailand mutual visa exemption agreement signed,Cultural / people-to-people cooperation,shock,-0.9310248611459402,-1.0533642345289054
GDELT,v3,Thailand,50th anniversary joint statement on China-Thailand community with shared future,Strategic partnership upgrade,shock,0.31895886205187823,0.3608709837865671
GDELT,v3,United Arab Emirates,China-UAE criminal judicial assistance treaty signed,Cultural / people-to-people cooperation,shock,-3.2053184490542943,-3.9866510164567948
GDELT,v3,United Arab Emirates,China-UAE strategic partnership established,Strategic partnership upgrade,shock,0.11373129026065254,0.14145457655052884
GDELT,v3,United Arab Emirates,Central banks renew currency swap and sign RMB clearing MOU,Economic win-win cooperation,shock,0.30854224198173896,0.38375289761904163
GDELT,v3,United Arab Emirates,CNPC awarded 8% stake in Abu Dhabi onshore oil concession,Economic win-win cooperation,shock,-0.15822139445890077,-0.19678964604309224
GDELT,v3,United Arab Emirates,China-UAE comprehensive mutual visa exemption arrangement reached,Cultural / people-to-people cooperation,shock,0.08486201592344556,0.10554809059286896
GDELT,v3,United Arab Emirates,CNPC acquires 10% stakes in two Abu Dhabi offshore concessions,Economic win-win cooperation,shock,-0.3234005292071197,-0.4022330601399755
GDELT,v3,United Arab Emirates,US raises security concerns over UAE Huawei 5G contract,Tech control / export restriction,shock,0.2976170905039007,0.37016461709829684
GDELT,v3,United Arab Emirates,Sinopharm COVID-19 vaccine phase 3 clinical trial launched in UAE,Pandemic / crisis aid,shock,-2.1937478792452896,-2.728498697289665
GDELT,v3,United Arab Emirates,Falcon Shield-2023 China-UAE air force joint training,Military / security cooperation,shock,0.22471045241443507,0.27948616269025806
GDELT,v3,United Arab Emirates,40th anniversary of China-UAE diplomatic relations,Cultural / people-to-people cooperation,shock,0.7332904273937314,0.9120382496128507
GDELT,v3,United Kingdom,UK-China Comprehensive Strategic Partnership established,Strategic partnership upgrade,shock,-0.9724763238296047,-0.9195234268780119
GDELT,v3,United Kingdom,First UK-China Economic and Financial Dialogue held,Economic win-win cooperation,shock,0.887639209632008,0.8393058297377407
GDELT,v3,United Kingdom,China-UK High-Level People-to-People Exchange Mechanism launched,Cultural / people-to-people cooperation,shock,0.030105214483096554,0.0284659372265037
GDELT,v3,United Kingdom,Bank of England and PBOC sign sterling/RMB currency swap line,Economic win-win cooperation,shock,0.49763572938265604,0.47053866506168696
GDELT,v3,United Kingdom,UK joins AIIB as founding member,Economic win-win cooperation,shock,-0.5598552255845752,-0.5293702098142734
GDELT,v3,United Kingdom,UK government approves Hinkley Point C nuclear project with CGN investment,Economic win-win cooperation,shock,-0.17020166902971645,-0.16093391492581421
GDELT,v3,United Kingdom,Hong Kong extradition bill protests begin,Sovereignty dispute,shock,-0.16275008943865055,-0.1538880858055242
GDELT,v3,United Kingdom,Hong Kong National Security Law enacted,Sovereignty dispute,shock,0.09968358842969294,0.09425565701734168
GDELT,v3,United Kingdom,UK bans Huawei 5G,Tech control / export restriction,shock,0.1082435540238118,0.1023495187435231
GDELT,v3,United Kingdom,UK opens BNO visa route for Hong Kong residents,Sovereignty dispute,shock,-0.36610347987248626,-0.3461685576864486
GDELT,v3,United Kingdom,UK sanctions Chinese officials over Xinjiang; China retaliates,Diplomatic protest / friction,shock,0.6707871290128309,0.6342616930215534
GDELT,v3,United Kingdom,UK buys out CGN from Sizewell C nuclear project,Economic sanction / tariff barrier,shock,0.7249235927832136,0.685450339434216
GDELT,v3,United Kingdom,Integrated Review Refresh labels China 'epoch-defining challenge',Negative strategic positioning,shock,-0.2588744112653665,-0.24477828400012197
GDELT,v3,United States,Financial Crisis Cooperation,Economic win-win cooperation,shock,1.263687743030885,0.9082597815300779
GDELT,v3,United States,Pivot to Asia announced,Negative strategic positioning,shock,-0.6676171040524945,-0.47984145483449697
GDELT,v3,United States,South China Sea Arbitration Ruling,Sovereignty dispute,shock,0.050007395899923424,0.03594219119829073
GDELT,v3,United States,Steel/aluminum tariffs imposed,Economic sanction / tariff barrier,shock,-0.49717369543982654,-0.3573373837745943
GDELT,v3,United States,US bans ZTE from tech exports,Tech control / export restriction,shock,-0.26806928435768557,-0.19267144988022977
GDELT,v3,United States,Trade War Begins,Economic sanction / tariff barrier,shock,-0.5835400010732623,-0.41941208721204565
GDELT,v3,United States,Huawei CFO Meng Wanzhou arrested,Detention / judicial dispute,shock,0.4253138248855364,0.30568899936130656
GDELT,v3,United States,US hikes tariffs on $200B goods,Economic sanction / tariff barrier,shock,-1.4692181153932682,-1.0559821695402078
GDELT,v3,United States,US-China Phase One deal signed,Economic win-win cooperation,shock,-1.554375761752561,-1.1171881642208228
GDELT,v3,United States,COVID-19 Blame,Pandemic / disaster shock,shock,-1.7488934306018278,-1.256995309132299
GDELT,v3,United States,Anchorage Talks,Diplomatic protest / friction,shock,0.23185607781335027,0.16664365998842112
GDELT,v3,United States,Pelosi visits Taiwan,Sovereignty dispute,shock,0.7425506210569744,0.5336989842432521
GDELT,v3,United States,Biden hikes tariffs on China EVs,Economic sanction / tariff barrier,shock,0.9526339811068191,0.6846937752857993
GDELT,v3,United States,US-China reciprocal tariff war escalates in April 2025,Economic sanction / tariff barrier,shock,0.8275824640308179,0.5948145593118912
GDELT,v3,United States,China-US economic and trade talks held in Madrid,Economic win-win cooperation,shock,-0.6748505180104386,-0.4850403807696348
GDELT,v3,Vietnam,Joint Development Agreement,Economic win-win cooperation,shock,1.4968882582726626,2.0126140736497407
GDELT,v3,Vietnam,Vietnam says China cut seismic cables,Sovereignty dispute,shock,-0.06438017621359138,-0.08656120321302063
GDELT,v3,Vietnam,Vietnam SCS Drills,Sovereignty dispute,shock,-0.06438017621359138,-0.08656120321302063
GDELT,v3,Vietnam,Haiyang Shiyou 981 oil rig crisis,Sovereignty dispute,shock,-0.8052895497929073,-1.0827375205324419
GDELT,v3,Vietnam,Vietnam signs MoU establishing AIIB as founding member,Economic win-win cooperation,shock,1.573055979489749,2.115024007612502
GDELT,v3,Vietnam,South China Sea tribunal ruling,Sovereignty dispute,shock,-0.06215401463008785,-0.0835680578607092
GDELT,v3,Vietnam,Haiyang Dizhi 8 at Vanguard Bank,Sovereignty dispute,shock,-0.9662222899703213,-1.299116729870245
GDELT,v3,Vietnam,"China donated 500,000 doses of Sinopharm COVID-19 vaccine to Vietnam",Pandemic / crisis aid,shock,1.2063918248205743,1.622032340457848
GDELT,v3,Vietnam,Foreign Ministry Director-General Liu Jinsong met with Vietnamese Ambassador to China Pham Sao Mai,High-level visit,shock,1.0825526337700841,1.4555265926839787
GDELT,v3,Vietnam,China-Vietnam joint statement,Strategic partnership upgrade,shock,0.00272937041333976,0.003669725696445636
GDELT,v3,Vietnam,Vietnam and China sign updated railway transport protocol at 44th border railway conference,Economic win-win cooperation,shock,-0.018801640891007776,-0.025279406699747042
ICEWS,v3,Australia,China-Australia LNG supply agreement signed,Economic win-win cooperation,shock,0.2260383551782189,0.32582689020768996
ICEWS,v3,Australia,Australia-China Trade and Economic Framework signed,Economic win-win cooperation,shock,0.48532460281026213,0.6995795291036857
ICEWS,v3,Australia,Australia-China Air Services Agreement signed,Economic win-win cooperation,shock,-0.4456671676825699,-0.642414634450823
ICEWS,v3,Australia,FTA Talks Begin,Economic win-win cooperation,shock,-0.6025347613719784,-0.8685341360986061
ICEWS,v3,Australia,Australia-China nuclear cooperation agreements signed,Economic win-win cooperation,shock,-0.2261209160245345,-0.32594589896523773
ICEWS,v3,Australia,Australia-China Joint Coordination Group on Clean Coal Technology launched,Economic win-win cooperation,shock,-0.8421529990500463,-1.2139359824274507
ICEWS,v3,Australia,Rio Tinto executive Stern Hu detained in Shanghai,Detention / judicial dispute,shock,0.009993765077964012,0.014405685239798516
ICEWS,v3,Australia,China-Australia FTA,Economic win-win cooperation,shock,-0.8289644267962549,-1.1949250872174577
ICEWS,v3,Australia,ChAFTA enters into force,Economic win-win cooperation,shock,1.1754753018320492,1.6944091714430787
ICEWS,v3,Australia,Foreign Interference Laws,Policy shift / domestic politics,shock,-0.4607078812956036,-0.6640953308051003
ICEWS,v3,Australia,Australia bans Huawei from 5G,Tech control / export restriction,shock,-0.7741143921365093,-1.1158605576296448
ICEWS,v3,Australia,Australia calls for COVID inquiry,Diplomatic protest / friction,shock,1.2351127801316666,1.7803746443331652
ICEWS,v3,Australia,China imposes barley tariffs,Economic sanction / tariff barrier,shock,0.6233514745974571,0.8985407468317945
ICEWS,v3,Australia,AUKUS security pact announced,Security threat,shock,1.532236553935576,2.2086688386922186
ICEWS,v3,Belgium,Belgium-Luxembourg Economic Union and China sign BIT,Economic win-win cooperation,shock,-0.4690315693070094,-0.9333969908565504
ICEWS,v3,Belgium,Belgium provides emergency aid after Wenchuan earthquake,Pandemic / crisis aid,shock,1.967416222981661,3.91525965940135
ICEWS,v3,Belgium,China and Belgium establish all-round friendly cooperative partnership,Strategic partnership upgrade,shock,1.4420195259622024,2.8696931600535533
ICEWS,v3,Belgium,China-Belgium industrial investment fund agreement signed,Economic win-win cooperation,shock,1.4420195259622024,2.8696931600535533
ICEWS,v3,Belgium,50th anniversary of China-Belgium diplomatic ties,Cultural / people-to-people cooperation,shock,1.112412241372942,2.213757679943821
ICEWS,v3,Brazil,COSBAN established,Strategic partnership upgrade,shock,-0.691592390094377,-1.1739621843130519
ICEWS,v3,Brazil,Brazil recognizes China's market economy status,Economic win-win cooperation,shock,-0.691592390094377,-1.1739621843130519
ICEWS,v3,Brazil,China becomes Brazil's largest trading partner,Economic win-win cooperation,shock,0.15984873365460683,0.2713395508808727
ICEWS,v3,Brazil,China-Brazil Joint Action Plan 2010-2014 signed,Strategic partnership upgrade,shock,-0.5001899118513171,-0.8490608773300607
ICEWS,v3,Brazil,Comprehensive strategic partnership established,Strategic partnership upgrade,shock,-0.4379538858685747,-0.7434166538652918
ICEWS,v3,Brazil,BRICS New Development Bank and Contingent Reserve Arrangement established,Economic win-win cooperation,shock,0.030106363885041565,0.051104860629516136
ICEWS,v3,Brazil,Visa facilitation agreement enters into force,Cultural / people-to-people cooperation,shock,-0.9187936988128826,-1.5596311831080834
ICEWS,v3,Brazil,Brazil says no restrictions on Huawei 5G,Economic win-win cooperation,shock,-1.6080095998399948,-2.729559331858626
ICEWS,v3,Brazil,China-Brazil local currency trade settlement agreement,Economic win-win cooperation,shock,-0.3455629803691941,-0.5865852156016165
ICEWS,v3,Canada,Canada-China energy cooperation and joint statement,Economic win-win cooperation,shock,0.06851404961555252,0.15499953932785315
ICEWS,v3,Canada,Canada-China strategic partnership announced,Strategic partnership upgrade,shock,-0.32621839038411654,-0.7380048400807699
ICEWS,v3,Canada,China bans Canadian pork imports over H1N1; Canada protests,Pandemic / disaster shock,shock,-2.614105476912399,-5.9138986375702896
ICEWS,v3,Canada,Canada-China FIPA signed,Economic win-win cooperation,shock,-1.8630767611296974,-4.2148441279988225
ICEWS,v3,Canada,China detains Canadians Kovrig and Spavor ('Two Michaels'),Detention / judicial dispute,shock,-2.774097155350971,-6.275848290136724
ICEWS,v3,Canada,Meng Wanzhou arrested,Detention / judicial dispute,shock,-2.774097155350971,-6.275848290136724
ICEWS,v3,Canada,China suspends canola seed licences of Richardson and Viterra,Economic sanction / tariff barrier,shock,2.045236873726028,4.626945495452248
ICEWS,v3,Canada,Meng Released / Michaels Freed,Strategic partnership upgrade,shock,0.83377469986115,1.886250996793528
ICEWS,v3,Canada,Canada bans Huawei and ZTE from 5G networks,Tech control / export restriction,shock,-0.9548253549767126,-2.160104255848119
ICEWS,v3,France,China-France comprehensive strategic partnership established,Strategic partnership upgrade,shock,-1.5225610922716488,-1.8730579542927592
ICEWS,v3,France,Airbus A320 final assembly line MoU signed,Economic win-win cooperation,shock,0.8698266313790076,1.0700626063741847
ICEWS,v3,France,Mega deals on aviation railways and nuclear power signed,Economic win-win cooperation,shock,0.5575315868326493,0.685876565995974
ICEWS,v3,France,Olympic torch relay disrupted in Paris,Diplomatic protest / friction,shock,-0.13492567795783467,-0.16598586133591775
ICEWS,v3,France,Sarkozy meets Dalai Lama in Poland,Diplomatic protest / friction,shock,0.0914050935629653,0.11244674412738775
ICEWS,v3,France,China-France joint communique restores ties,Strategic partnership upgrade,shock,2.154671215347425,2.6506811971470534
ICEWS,v3,France,Airbus cooperation agreements and aircraft orders,Economic win-win cooperation,shock,0.22357011781710046,0.27503644329614607
ICEWS,v3,France,France applies to join AIIB as founding member,Economic win-win cooperation,shock,-2.2701494983986974,-2.7927428311367564
ICEWS,v3,France,China-France joint statement on third-party market cooperation,Economic win-win cooperation,shock,-2.1360071175808693,-2.627720583639464
ICEWS,v3,France,China issues 4 billion euro sovereign bonds in Paris,Economic win-win cooperation,shock,0.31637668604678393,0.3892072845947805
ICEWS,v3,France,French limits on Huawei 5G equipment,Tech control / export restriction,shock,0.630761928805193,0.7759646913418037
ICEWS,v3,France,China announces sanctions on relevant EU entities and personnel (including French MEP Raphaël Glucksmann),Diplomatic protest / friction,shock,-0.42876510334798534,-0.5274677590446497
ICEWS,v3,Germany,Partnership with Global Responsibility established,Strategic partnership upgrade,shock,-0.951337946651,-1.4054106489134899
ICEWS,v3,Germany,Joint communiqué on advancing strategic partnership,Strategic partnership upgrade,shock,-2.8472264261023184,-4.206204906677669
ICEWS,v3,Germany,Comprehensive strategic partnership established,Strategic partnership upgrade,shock,-0.6278898877089965,-0.9275811373211678
ICEWS,v3,Germany,Germany applies to join AIIB as founding member,Economic win-win cooperation,shock,0.7172192448520108,1.059547312150358
ICEWS,v3,Germany,Midea acquires Kuka amid technology concerns,Economic sanction / tariff barrier,shock,-3.5277338603896684,-5.211517895798972
ICEWS,v3,Germany,BMW to raise stake in BMW Brilliance Automotive JV to 75%,Economic win-win cooperation,shock,0.9954758139234662,1.4706154784942136
ICEWS,v3,Germany,EU-China Comprehensive Agreement on Investment concluded,Economic win-win cooperation,shock,1.0447974993839235,1.5434783577817541
ICEWS,v3,Germany,BMW acquires 75% stake in China joint venture as ownership caps lift,Economic win-win cooperation,shock,-1.0347385532364335,-1.528618286150746
ICEWS,v3,Germany,Germany blocks Elmos Semiconductor fab sale to Chinese-owned Silex,Tech control / export restriction,shock,-0.36688499319202306,-0.5419988534818532
ICEWS,v3,Germany,German government China strategy released,Negative strategic positioning,shock,0.2942386789845747,0.4346785222043308
ICEWS,v3,India,India-China Declaration on Principles for Relations and Comprehensive Cooperation,Strategic partnership upgrade,shock,-0.039533558764649146,-0.06561053937369365
ICEWS,v3,India,India-China Strategic Partnership and Boundary Political Parameters Agreement,Strategic partnership upgrade,shock,-0.3280012049771033,-0.5443561532591579
ICEWS,v3,India,India-China defence ministers MOU,Military / security cooperation,shock,-0.8689148174375279,-1.4420652130323564
ICEWS,v3,India,China-India Hand-in-Hand 2007 joint anti-terror military training,Military / security cooperation,shock,0.024738914004029056,0.041057105457836585
ICEWS,v3,India,Depsang Standoff (Daulat Beg Oldi incursion),Sovereignty dispute,shock,0.13038783873119758,0.21639378528638287
ICEWS,v3,India,Chumar-Demchok Standoff during Xi visit,Sovereignty dispute,shock,0.3965102904625234,0.6580549497033643
ICEWS,v3,India,Doklam Standoff,Sovereignty dispute,shock,0.09935822167644232,0.1648965263717077
ICEWS,v3,India,Doklam Standoff Disengagement,Military / security cooperation,shock,1.0959913085708428,1.818925063951341
ICEWS,v3,India,India revokes Article 370 in Kashmir; China expresses concern,Sovereignty dispute,shock,-1.7223026600135851,-2.858361605160741
ICEWS,v3,India,"India bans 59 Chinese apps (TikTok, WeChat, etc.)",Tech control / export restriction,shock,0.546031588493948,0.9062029363315967
ICEWS,v3,India,Galwan Valley Clash,Sovereignty dispute,shock,0.546031588493948,0.9062029363315967
ICEWS,v3,India,Pangong Tso disengagement agreement,Military / security cooperation,shock,-0.5018364646213833,-0.8328559874209649
ICEWS,v3,Indonesia,Strategic Partnership,Strategic partnership upgrade,shock,-0.1937023389238412,-0.3705202385517743
ICEWS,v3,Indonesia,Indonesia detains 75 Chinese fishermen,Detention / judicial dispute,shock,-0.25364834246166956,-0.48518693619962505
ICEWS,v3,Indonesia,China-Indonesia strategic partnership,Strategic partnership upgrade,shock,-0.9294120566689885,-1.7778101124802856
ICEWS,v3,Indonesia,Maritime Silk Road,Economic win-win cooperation,shock,-0.9294120566689885,-1.7778101124802856
ICEWS,v3,Indonesia,Indonesia signs MoU to join AIIB as prospective founding member,Economic win-win cooperation,shock,-1.2094065195930326,-2.3133927790199085
ICEWS,v3,Indonesia,Jokowi BRI Visit,Economic win-win cooperation,shock,-1.16531111122015,-2.2290456238945273
ICEWS,v3,Indonesia,Jakarta-Bandung HSR agreement,Economic win-win cooperation,shock,-0.8847120718677012,-1.6923065035726748
ICEWS,v3,Indonesia,Natuna Fishing Dispute,Sovereignty dispute,shock,3.1812582448798414,6.0852159573102504
ICEWS,v3,Indonesia,China participates in Indonesia-hosted Komodo-2018 multilateral naval exercise,Military / security cooperation,shock,-2.1195556464466767,-4.054356122431527
ICEWS,v3,Indonesia,Indonesia deploys ships/jets to Natuna,Sovereignty dispute,shock,0.4470574021531552,0.8551461805386376
ICEWS,v3,Indonesia,COVID in Indonesia,Pandemic / disaster shock,shock,0.6260967425941864,1.1976185507687436
ICEWS,v3,Indonesia,PLA Navy dispatched three salvage ships to assist Indonesia after the sinking of submarine KRI Nanggala-402,Pandemic / crisis aid,shock,0.267464101194534,0.5116141763140942
ICEWS,v3,Iran,Sinopec signs US$70 billion Yadavaran oil and gas deal,Economic win-win cooperation,shock,1.3432925481280547,1.8552072974979588
ICEWS,v3,Iran,UNSC Resolution 1737 sanctions on Iran (China votes in favour),Economic sanction / tariff barrier,shock,1.6669631623095802,2.3022253995874893
ICEWS,v3,Iran,UNSC Resolution 1929 fourth round sanctions on Iran (China votes in favour),Economic sanction / tariff barrier,shock,1.1539492054747809,1.5937071860646572
ICEWS,v3,Iran,Joint Comprehensive Plan of Action (JCPOA) signed,Strategic partnership upgrade,shock,0.017752995654724213,0.024518476736129724
ICEWS,v3,Iran,US withdraws from JCPOA and reimposes sanctions; China opposes unilateral sanctions,Economic sanction / tariff barrier,shock,0.32463362252454087,0.4483481028462557
ICEWS,v3,Iran,China donates COVID-19 medical supplies to Iran,Pandemic / crisis aid,shock,0.5843114430817833,0.8069864265438844
ICEWS,v3,Iran,China and Iran sign 25-year comprehensive cooperation plan,Strategic partnership upgrade,shock,-0.24663695852236023,-0.3406277254504393
ICEWS,v3,Iran,China and Iran launch implementation of comprehensive cooperation plan,Strategic partnership upgrade,shock,1.553322456830856,2.145277409076604
ICEWS,v3,Iran,China-brokered Saudi-Iran rapprochement restores diplomatic ties,Strategic partnership upgrade,shock,-0.9261913750340602,-1.2791532270742978
ICEWS,v3,Italy,Comprehensive strategic partnership established,Strategic partnership upgrade,shock,-0.31366142521762547,-0.6201856034124986
ICEWS,v3,Italy,Italy-China cultural cooperation programme,Cultural / people-to-people cooperation,shock,0.9982670475735744,1.973818906283033
ICEWS,v3,Italy,ChemChina agrees to acquire Pirelli,Economic win-win cooperation,shock,2.483076831320672,4.909652189088093
ICEWS,v3,Italy,Belt and Road Initiative MoU signed,Strategic partnership upgrade,shock,0.09349273220959076,0.18485807268094367
ICEWS,v3,Italy,Deals worth 2.5 billion euros signed,Economic win-win cooperation,shock,0.09349273220959076,0.18485807268094367
ICEWS,v3,Italy,China sends COVID-19 medical aid and experts,Pandemic / crisis aid,shock,0.22009859027223347,0.4351889204211745
ICEWS,v3,Italy,Italy blocks Fastweb-Huawei 5G core deal (de-facto restriction),Tech control / export restriction,shock,-0.02187394192975811,-0.043250150589300596
ICEWS,v3,Italy,Italy and China agree on second round of third-party market cooperation projects,Economic win-win cooperation,shock,-0.36325817554365625,-0.7182505487812416
ICEWS,v3,Japan,Anti-Japanese protests across major Chinese cities,Diplomatic protest / friction,shock,0.4586826899479609,0.4247033089087692
ICEWS,v3,Japan,Senkaku/Diaoyu fishing boat standoff,Sovereignty dispute,shock,0.3101767495822576,0.2871987427934049
ICEWS,v3,Japan,China-Japan Joint Statement on strategic mutually beneficial relations,Strategic partnership upgrade,shock,0.21341150734364844,0.19760190500831532
ICEWS,v3,Japan,China and Japan hold 10th round of strategic dialogue in Beijing,Strategic partnership upgrade,shock,0.19870020284014223,0.18398041931040865
ICEWS,v3,Japan,"Fifth round of trilateral senior foreign affairs officials' consultation of China, Japan and the ROK in Jeju",Multilateral / third-party meeting,shock,0.11382968429620993,0.10539713974845166
ICEWS,v3,Japan,Senkaku Boat Collision,Sovereignty dispute,shock,-1.1316528570355218,-1.04781960045969
ICEWS,v3,Japan,Nationalization of Senkaku,Sovereignty dispute,shock,0.9754499311942609,0.903188244361336
ICEWS,v3,Japan,China declares East China Sea ADIZ,Sovereignty dispute,shock,1.6617939291150288,1.5386876284773887
ICEWS,v3,Japan,Japan allows collective self-defense,Policy shift / domestic politics,shock,-1.1022563490064368,-1.0206007964718355
ICEWS,v3,Japan,Japan protests China ECS gas drilling,Sovereignty dispute,shock,-1.0605536890258882,-0.9819874847594494
ICEWS,v3,Japan,China-Japan maritime liaison starts,Military / security cooperation,shock,-0.11595956049042488,-0.10736923393703268
ICEWS,v3,Japan,RCEP Signed,Economic win-win cooperation,shock,-0.02420507184588422,-0.022411951291398835
ICEWS,v3,Japan,Japan approves Fukushima water release,Diplomatic protest / friction,shock,0.7395296314302637,0.6847450064883613
ICEWS,v3,Japan,Taiwan Tensions,Sovereignty dispute,shock,1.2205844925782374,1.1301631479913077
ICEWS,v3,Malaysia,China-Malaysia Joint Communique on strategic cooperation,Strategic partnership upgrade,shock,1.1235135107459833,1.9140592920712898
ICEWS,v3,Malaysia,China-Malaysia comprehensive strategic partnership established,Strategic partnership upgrade,shock,1.3051329038905153,2.2234728271500295
ICEWS,v3,Malaysia,Malaysia Airlines Flight MH370 disappearance,Pandemic / disaster shock,shock,-0.1367119859157857,-0.23290761034629998
ICEWS,v3,Malaysia,China-Malaysia Littoral Mission Ships defense deal,Military / security cooperation,shock,-0.3469991956088134,-0.5911607010896709
ICEWS,v3,Malaysia,Malaysia suspends China-backed East Coast Rail Link project,Policy shift / domestic politics,shock,-1.1700801225439714,-1.9933918992537663
ICEWS,v3,Malaysia,East Coast Rail Link reinstated at reduced cost,Economic win-win cooperation,shock,-0.39472916792834234,-0.6724752524098772
ICEWS,v3,Malaysia,Xi-Mahathir phone call on COVID-19 cooperation,Pandemic / crisis aid,shock,2.49502196922493,4.2506119761266605
ICEWS,v3,Malaysia,Chinese survey ship Haiyang Dizhi 8 tags Malaysian drillship West Capella in South China Sea,Sovereignty dispute,shock,0.7439948040508138,1.2674971456290607
ICEWS,v3,Mexico,Mexico requests WTO consultations on Chinese industrial subsidy programs,Economic sanction / tariff barrier,shock,-0.9335774367295635,-1.9399647535855913
ICEWS,v3,Mexico,Transitional trade remedy measure replaces anti-dumping duties on Chinese goods,Economic sanction / tariff barrier,shock,3.4701083140272573,7.210851029047821
ICEWS,v3,Mexico,Mexico cancels USD 3.7 billion Chinese-led bullet train contract,Policy shift / domestic politics,shock,1.0730356436113273,2.2297575391702753
ICEWS,v3,Mexico,China sends COVID-19 medical supplies and ventilators to Mexico,Pandemic / crisis aid,shock,0.3717714390421661,0.7725374026370333
ICEWS,v3,Mexico,First shipment of Chinese Sinovac COVID-19 vaccine arrives in Mexico City,Pandemic / crisis aid,shock,0.5272341949226852,1.0955874840100397
ICEWS,v3,Mexico,"Mexico amends Mining Law to nationalize lithium, affecting Ganfeng concessions",Policy shift / domestic politics,shock,-1.1439376941496988,-2.3770913045226503
ICEWS,v3,Netherlands,Open and pragmatic comprehensive partnership established,Strategic partnership upgrade,shock,0.36998153735302663,0.9570916320802332
ICEWS,v3,Netherlands,22 countries including the Netherlands send joint UNHRC letter criticizing China's Xinjiang policy,Diplomatic protest / friction,shock,-2.2595348880803434,-5.84510770252723
ICEWS,v3,Netherlands,"Netherlands recalls 600,000 face masks purchased from China",Pandemic / disaster shock,shock,1.2180296874369265,3.150876202665325
ICEWS,v3,Netherlands,Netherlands announces export controls on advanced semiconductor equipment,Tech control / export restriction,shock,-0.16558901222054628,-0.428356125807151
ICEWS,v3,Philippines,"Tripartite Joint Marine Seismic Undertaking (JMSU) signed in Manila by China, Philippines and Vietnam",Sovereignty dispute,shock,1.8401600924139507,3.250317828088989
ICEWS,v3,Philippines,China and Philippines sign MOU on broadening agriculture and fisheries cooperation,Economic win-win cooperation,shock,0.2959171582645743,0.5226854006398107
ICEWS,v3,Philippines,Philippines signs Republic Act 9522 baselines law; China protests,Sovereignty dispute,shock,-0.1722079645589496,-0.30417495719658133
ICEWS,v3,Philippines,Chinese patrol boats harass Philippine survey vessel at Reed Bank,Sovereignty dispute,shock,-1.9665357256573528,-3.473538066078295
ICEWS,v3,Philippines,Scarborough Shoal standoff,Sovereignty dispute,shock,0.9480969943118963,1.6746459050348323
ICEWS,v3,Philippines,Philippines files SCS arbitration,Sovereignty dispute,shock,-0.8647749530652649,-1.5274722339759066
ICEWS,v3,Philippines,South China Sea tribunal ruling,Sovereignty dispute,shock,0.7838655670692282,1.3845600923384538
ICEWS,v3,Philippines,China-Philippines BCM launched,Strategic partnership upgrade,shock,-0.3961969249518789,-0.6998118989287587
ICEWS,v3,Philippines,Philippines-China MoU on oil and gas development in West Philippine Sea,Economic win-win cooperation,shock,-0.01713042763517103,-0.03025787515712497
ICEWS,v3,Philippines,Reed Bank/Gem-Ver collision,Sovereignty dispute,shock,-0.9988998537941374,-1.764380184445497
