"country_en","country_cn","event_date","event_name","event_type_original","event_category","event_category_en","impact","visit_level","visit_direction","visitor","host","location","source"
"India","印度","2020-06","Galwan Valley Clash","military","主权纠纷","Sovereignty dispute","negative","","","","","","https://in.china-embassy.gov.cn/eng/gdxw/202006/t20200620_2144939.htm"
"India","印度","2020-11","Bilateral meeting on sidelines of Shanghai Cooperation Organisation Summit (virtual)","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Xi Jinping","Indian Prime Minister Narendra Modi","Virtual","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_677220/sbgx_677224/"
"India","印度","2021-02","Pangong Tso disengagement agreement","diplomatic","军事安全合作","Military / security cooperation","positive","","","","","","https://www.mfa.gov.cn/web/fyrbt_673021/jzhsl_673025/202102/t20210210_9604764.shtml"
"India","印度","2024-10","India-China patrolling agreement (Depsang/Demchok)","border_standoff","军事安全合作","Military / security cooperation","positive","","","","","","https://www.mea.gov.in/lok-sabha.htm?dtl/39008/QUESTION_NO_843_INDOCHINA_AGREEMENT_ON_BORDERRELATED_ISSUES"
"India","印度","2024-10","Bilateral meeting on sidelines of BRICS Summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Xi Jinping","Indian Prime Minister Narendra Modi","Kazan, Russia","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_677220/sbgx_677224/"
"India","印度","2025-04","75th anniversary of diplomatic relations congratulatory messages","leader_visit","人文交流合作","Cultural / people-to-people cooperation","neutral","state_head","third_party_meeting","","","","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_677220/sbgx_677224/"
"India","印度","2025-08","Xi-Modi bilateral meeting on sidelines of SCO Tianjin","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","","","","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_677220/sbgx_677224/"
"Indonesia","印度尼西亚","2002-03","State visit to China","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","Indonesian President Megawati Sukarnoputri","Chinese President Jiang Zemin","Beijing, China","http://www.china.org.cn/english/2002/Mar/29372.htm"
"Indonesia","印度尼西亚","2005-04","Strategic Partnership","strategic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/1207_677256/200504/t20050426_8010702.shtml"
"Indonesia","印度尼西亚","2005-04","Hu Visits Indonesia","leader_visit","高层互访","High-level visit","positive","state_head","china_to_partner","","","","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/sbgx_677248/"
"Indonesia","印度尼西亚","2005-07","State visit to China","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","Indonesian President Susilo Bambang Yudhoyono","Chinese President Hu Jintao","Beijing, China","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/sbgx_677248/"
"Indonesia","印度尼西亚","2006-07","Yudhoyono Visits China","leader_visit","高层互访","High-level visit","positive","state_head","partner_to_china","","","","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/sbgx_677248/"
"Indonesia","印度尼西亚","2006-11","Bilateral meeting on sidelines of APEC Summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Hu Jintao","Indonesian President Susilo Bambang Yudhoyono","Hanoi, Vietnam","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/sbgx_677248/"
"Indonesia","印度尼西亚","2007-09","Bilateral meeting on sidelines of APEC Summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Indonesian President Susilo Bambang Yudhoyono","Chinese President Hu Jintao","Sydney, Australia","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/sbgx_677248/"
"Indonesia","印度尼西亚","2009-06","Indonesia detains 75 Chinese fishermen","territorial","人员扣押/司法争议","Detention / judicial dispute","negative","","","","","","http://www.chinadaily.com.cn/china/2009-07/12/content_8417325_3.htm"
"Indonesia","印度尼西亚","2009-11","Bilateral meeting on sidelines of APEC Summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Hu Jintao","Indonesian President Susilo Bambang Yudhoyono","Singapore","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/sbgx_677248/"
"Indonesia","印度尼西亚","2011-04","Official visit to Indonesia","leader_visit","高层互访","High-level visit","neutral","government_head","china_to_partner","Chinese Premier Wen Jiabao","Indonesian President Susilo Bambang Yudhoyono","Jakarta, Indonesia","https://www.mfa.gov.cn/ziliao_674904/zt_674979/ywzt_675099/2011nzt_675363/wenzonglifangwenmalaixiyaheyinni_675431/201105/t20110501_7956701.shtml"
"Indonesia","印度尼西亚","2012-03","State visit to China","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","Indonesian President Susilo Bambang Yudhoyono","Chinese President Hu Jintao","Beijing, China","https://www.chinadaily.com.cn/china/2012-03/24/content_14902840.htm"
"Indonesia","印度尼西亚","2012-03","Bilateral meeting on sidelines of Nuclear Security Summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Indonesian President Susilo Bambang Yudhoyono","Chinese President Hu Jintao","Seoul, South Korea","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/sbgx_677248/"
"Indonesia","印度尼西亚","2012-09","Bilateral meeting on sidelines of APEC Summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Hu Jintao","Indonesian President Susilo Bambang Yudhoyono","Vladivostok, Russia","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/sbgx_677248/"
"Indonesia","印度尼西亚","2013-10","China-Indonesia strategic partnership","economic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","https://www.fmprc.gov.cn/eng/gjhdq_665435/2675_665437/2716_663436/2718_663440/202406/t20240607_11408250.html"
"Indonesia","印度尼西亚","2013-10","State visit to Indonesia and proposal of Maritime Silk Road","leader_visit","高层互访","High-level visit","neutral","state_head","china_to_partner","Chinese President Xi Jinping","Indonesian President Susilo Bambang Yudhoyono","Jakarta, Indonesia","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/sbgx_677248/"
"Indonesia","印度尼西亚","2013-10","Maritime Silk Road","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","http://www.xinhuanet.com/english/2018-10/03/c_137509175.htm"
"Indonesia","印度尼西亚","2014-11","State visit to China and attendance at APEC Summit","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","Indonesian President Joko Widodo","Chinese President Xi Jinping","Beijing, China","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/sbgx_677248/"
"Indonesia","印度尼西亚","2014-11","Indonesia signs MoU to join AIIB as prospective founding member","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://www.chinadaily.com.cn/business/2014-11/28/content_18992379.htm"
"Indonesia","印度尼西亚","2015-03","Jokowi BRI Visit","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://id.china-embassy.gov.cn/eng/sgdt/201909/t20190902_2049102.htm"
"Indonesia","印度尼西亚","2015-03","Bilateral meeting on sidelines of Boao Forum for Asia","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Xi Jinping","Indonesian President Joko Widodo","Boao, China","https://id.china-embassy.gov.cn/eng/ztbd/tdm22/"
"Indonesia","印度尼西亚","2015-04","Bilateral meeting on sidelines of Bandung Conference commemoration","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Xi Jinping","Indonesian President Joko Widodo","Bandung, Indonesia","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/sbgx_677248/"
"Indonesia","印度尼西亚","2015-04","Bilateral meeting on sidelines of Asian-African Summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Xi Jinping","Indonesian President Joko Widodo","Jakarta, Indonesia","https://covid-19.chinadaily.com.cn/world/2015xivisitpse/2015-04/22/content_20517334.htm"
"Indonesia","印度尼西亚","2015-10","Jakarta-Bandung HSR agreement","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://english.news.cn/20221116/2478e0fce3c54115891760a908af6ea8/c.html"
"Indonesia","印度尼西亚","2015-11","Bilateral meeting on sidelines of APEC Summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Xi Jinping","Indonesian President Joko Widodo","Manila, Philippines","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/sbgx_677248/"
"Indonesia","印度尼西亚","2016-06","Natuna Fishing Dispute","territorial","主权纠纷","Sovereignty dispute","negative","","","","","","https://www.cambridge.org/core/books/abs/chinas-naval-operations-in-the-south-china-sea/chinas-natuna-island-fishing-dispute-with-indonesia/2584825B981358C8B9C5FE5DF8FBA390"
"Indonesia","印度尼西亚","2016-09","State visit to China and attendance at G20 Summit","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","Indonesian President Joko Widodo","Chinese President Xi Jinping","Hangzhou, China","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/sbgx_677248/"
"Indonesia","印度尼西亚","2017-05","Attendance at Belt and Road Forum for International Cooperation","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","partner_to_china","Indonesian President Joko Widodo","Chinese President Xi Jinping","Beijing, China","https://www.xinhuanet.com/english/special/201705ydylforum/index.htm"
"Indonesia","印度尼西亚","2017-11","Bilateral meeting on sidelines of APEC Summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Xi Jinping","Indonesian President Joko Widodo","Da Nang, Vietnam","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/sbgx_677248/"
"Indonesia","印度尼西亚","2018-05","China participates in Indonesia-hosted Komodo-2018 multilateral naval exercise","military","军事安全合作","Military / security cooperation","positive","","","","","","http://eng.mod.gov.cn/xb/News_213114/TopStories/4812880.html"
"Indonesia","印度尼西亚","2018-11","Bilateral meeting on sidelines of APEC Summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Xi Jinping","Indonesian President Joko Widodo","Port Moresby, Papua New Guinea","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/sbgx_677248/"
"Indonesia","印度尼西亚","2019-06","Bilateral meeting on sidelines of G20 Summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Xi Jinping","Indonesian President Joko Widodo","Osaka, Japan","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/sbgx_677248/"
"Indonesia","印度尼西亚","2020-01","Indonesia deploys ships/jets to Natuna","military","主权纠纷","Sovereignty dispute","negative","","","","","","https://il.china-embassy.gov.cn/eng//fyrth/202001/t20200108_1803031.htm"
"Indonesia","印度尼西亚","2020-03","COVID in Indonesia","crisis","疫情/灾害冲击","Pandemic / disaster shock","negative","","","","","","https://en.chinadiplomacy.org.cn/2020-04/03/content_118162130.shtml"
"Indonesia","印度尼西亚","2020-11","Virtual bilateral meeting on sidelines of G20 Summit","leader_visit","远程通话/视频会晤","Remote talk / virtual meeting","neutral","state_head","third_party_meeting","Chinese President Xi Jinping","Indonesian President Joko Widodo","Virtual (Riyadh, Saudi Arabia host)","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/sbgx_677248/"
"Indonesia","印度尼西亚","2021-05","PLA Navy dispatched three salvage ships to assist Indonesia after the sinking of submarine KRI Nanggala-402","military","疫情/危机援助","Pandemic / crisis aid","positive","","","","","","https://www.xinhuanet.com/mil/2021-06/03/c_1211184659.htm"
"Indonesia","印度尼西亚","2021-10","Virtual bilateral meeting on sidelines of G20 Summit","leader_visit","远程通话/视频会晤","Remote talk / virtual meeting","neutral","state_head","third_party_meeting","Chinese President Xi Jinping","Indonesian President Joko Widodo","Virtual (Rome, Italy host)","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/sbgx_677248/"
"Indonesia","印度尼西亚","2022-07","Jokowi's State Visit to China (G20 discussion)","leader_visit","高层互访","High-level visit","positive","state_head","partner_to_china","Indonesian President Joko Widodo","Chinese President Xi Jinping","Beijing, China","https://www.mfa.gov.cn/eng/zy/gb/202405/t20240531_11367468.html"
"Indonesia","印度尼西亚","2022-11","Bilateral meeting on sidelines of G20 Summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Xi Jinping","Indonesian President Joko Widodo","Bali, Indonesia","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/sbgx_677248/"
"Indonesia","印度尼西亚","2023-07","State visit to China and attendance at opening ceremony of 31st FISU World University Games","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","Indonesian President Joko Widodo","Chinese President Xi Jinping","Chengdu, China","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/sbgx_677248/"
"Indonesia","印度尼西亚","2023-10","Jakarta-Bandung HSR starts operation","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://english.news.cn/20231015/61da5a0042ff4f51a47cf1aea58a9bae/c.html"
"Indonesia","印度尼西亚","2023-10","Attendance at Belt and Road Forum for International Cooperation","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","partner_to_china","Indonesian President Joko Widodo","Chinese President Xi Jinping","Beijing, China","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/sbgx_677248/"
"Indonesia","印度尼西亚","2024-04","Indonesian President-elect Prabowo visits China","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","","","","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/sbgx_677248/"
"Indonesia","印度尼西亚","2024-10","Vice President Han Zheng attends Prabowo inauguration and visits Indonesia","leader_visit","高层互访","High-level visit","neutral","state_head","china_to_partner","","","","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/sbgx_677248/"
"Indonesia","印度尼西亚","2024-11","State visit to China by Prabowo","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","Indonesian President Prabowo Subianto","Chinese President Xi","Beijing, China","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/sbgx_677248/"
"Indonesia","印度尼西亚","2025-05","Li Qiang official visit to Indonesia","leader_visit","高层互访","High-level visit","neutral","government_head","china_to_partner","","","","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/sbgx_677248/"
"Indonesia","印度尼西亚","2025-09","President Prabowo visits China for WWII 80th anniversary commemoration","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","","","","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/sbgx_677248/"
"Indonesia","印度尼西亚","2025-12","CPPCC Chairman Wang Huning official friendly visit to Indonesia","leader_visit","高层互访","High-level visit","neutral","government_head","china_to_partner","","","","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677244/sbgx_677248/"
"Iran","伊朗","2002-04","State visit to Iran","leader_visit","高层互访","High-level visit","neutral","state_head","china_to_partner","Chinese President Jiang Zemin","Iranian President Mohammad Khatami","Tehran, Iran","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_677172/xgxw_677178/200204/t20020421_8006608.shtml"
"Iran","伊朗","2004-10","Sinopec signs US$70 billion Yadavaran oil and gas deal","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","http://www.chinadaily.com.cn/english/doc/2004-10/31/content_387140.htm"
"Iran","伊朗","2006-06","Ahmadinejad attends SCO summit and meets Hu Jintao in Shanghai","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","partner_to_china","Iranian President Mahmoud Ahmadinejad","Chinese President Hu Jintao","Shanghai, China","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_677172/xgxw_677178/200606/t20060616_8006637.shtml"
"Iran","伊朗","2006-12","UNSC Resolution 1737 sanctions on Iran (China votes in favour)","sanctions","经贸制裁/关税壁垒","Economic sanction / tariff barrier","negative","","","","","","https://main.un.org/securitycouncil/zh/s/res/1737-%282006%29"
"Iran","伊朗","2010-06","UNSC Resolution 1929 fourth round sanctions on Iran (China votes in favour)","sanctions","经贸制裁/关税壁垒","Economic sanction / tariff barrier","negative","","","","","","https://main.un.org/securitycouncil/en/s/res/1929-%282010%29"
"Iran","伊朗","2014-05","State visit to China and attendance at CICA summit","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","positive","state_head","partner_to_china","Iranian President Hassan Rouhani","Chinese President Xi Jinping","Shanghai, China","https://tl.china-embassy.gov.cn/eng/xwdt/201405/t20140513_1140778.htm"
"Iran","伊朗","2015-07","Joint Comprehensive Plan of Action (JCPOA) signed","diplomatic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","https://2009-2017.state.gov/e/eb/tfs/spi/iran/jcpoa/"
"Iran","伊朗","2016-01","State visit to Iran and establishment of comprehensive strategic partnership","leader_visit","高层互访","High-level visit","positive","state_head","china_to_partner","Chinese President Xi Jinping","Iranian President Hassan Rouhani","Tehran, Iran","https://www.chinadaily.com.cn/world/2016xivisitmiddleeast/2016-01/23/content_23215522.htm"
"Iran","伊朗","2018-05","US withdraws from JCPOA and reimposes sanctions; China opposes unilateral sanctions","diplomatic","经贸制裁/关税壁垒","Economic sanction / tariff barrier","negative","","","","","","https://news.cctv.com/2018/05/08/ARTIhtuVrZhXJbHgtFqNwRob180508.shtml"
"Iran","伊朗","2020-03","China donates COVID-19 medical supplies to Iran","pandemic","疫情/危机援助","Pandemic / crisis aid","positive","","","","","","https://en.nhc.gov.cn/2020-03/20/c_78040.htm"
"Iran","伊朗","2021-03","China and Iran sign 25-year comprehensive cooperation plan","strategic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677172/xgxw_677178/202103/t20210328_9181805.shtml"
"Iran","伊朗","2022-01","China and Iran launch implementation of comprehensive cooperation plan","strategic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","https://news.cgtn.com/news/2022-01-15/Chinese-FM-holds-talks-with-Iranian-counterpart-on-bilateral-ties-16PLyfyuh1K/index.html"
"Iran","伊朗","2023-02","State visit to China","leader_visit","高层互访","High-level visit","positive","state_head","partner_to_china","Iranian President Ebrahim Raisi","Chinese President Xi Jinping","Beijing, China","http://en.people.cn/n3/2023/0212/c90000-10206538.html"
"Iran","伊朗","2023-03","China-brokered Saudi-Iran rapprochement restores diplomatic ties","diplomatic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","https://www.mfa.gov.cn/mfa_eng/zy/gb/202405/t20240531_11367487.html"
"Iran","伊朗","2023-07","Iran officially becomes full member of Shanghai Cooperation Organization","strategic","多边/第三方会晤","Multilateral / third-party meeting","positive","","","","","","https://news.cgtn.com/news/2023-07-05/VHJhbnNjcmlwdDczMzA2/index.html"
"Iran","伊朗","2024-12","Official visit to Iran","leader_visit","高层互访","High-level visit","neutral","government_head","china_to_partner","Chinese Vice Premier Zhang Guoqing","Iranian First Vice President Mohammad Reza Aref","Tehran, Iran","https://www.mfa.gov.cn/wjdt_674879/wsrc_674883/202412/t20241202_11536378.shtml"
"Iran","伊朗","2025-09","State visit to China","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","Iranian President Masoud Pezeshkian","Chinese President Xi Jinping","Beijing, China","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677172/sbgx_677176/"
"Italy","意大利","2004-05","Official visit to Italy","leader_visit","高层互访","High-level visit","positive","government_head","china_to_partner","","","","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679882/sbgx_679886/"
"Italy","意大利","2004-05","Comprehensive strategic partnership established","strategic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","http://www.chinadaily.com.cn/english/doc/2004-05/09/content_329160.htm"
"Italy","意大利","2008-08","Attends Beijing Olympics opening ceremony","leader_visit","高层互访","High-level visit","positive","government_head","third_party_meeting","","","","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679882/sbgx_679886/"
"Italy","意大利","2010-10","Italy-China cultural cooperation programme","diplomatic","人文交流合作","Cultural / people-to-people cooperation","positive","","","","","","http://www.china.org.cn/world/2010-10/08/content_21076435.htm"
"Italy","意大利","2014-06","Official visit to Italy","leader_visit","高层互访","High-level visit","positive","government_head","china_to_partner","","","","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679882/sbgx_679886/"
"Italy","意大利","2015-03","ChemChina agrees to acquire Pirelli","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://www.sinochem.com/Portals/164/zt/portal/sj/webinfo/2015/03/1427071078121061.htm"
"Italy","意大利","2019-03","State visit to Italy","leader_visit","高层互访","High-level visit","positive","state_head","china_to_partner","","","","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679882/sbgx_679886/"
"Italy","意大利","2019-03","Belt and Road Initiative MoU signed","strategic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","https://www.iai.it/en/publications/c03/belt-and-road-initiative-italy-ports-genoa-and-trieste"
"Italy","意大利","2019-03","Deals worth 2.5 billion euros signed","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://www.reuters.com/article/us-italy-china-dimaio-idUSKCN1R40I0"
"Italy","意大利","2020-03","China sends COVID-19 medical aid and experts","crisis","疫情/危机援助","Pandemic / crisis aid","positive","","","","","","http://www.xinhuanet.com/english/2020-03/12/c_138870909.htm"
"Italy","意大利","2020-10","Italy blocks Fastweb-Huawei 5G core deal (de-facto restriction)","policy","科技管制/出口限制","Tech control / export restriction","negative","","","","","","https://www.euractiv.com/news/italy-vetoes-5g-deal-between-fastweb-and-chinas-huawei-sources"
"Italy","意大利","2021-11","Italy and China agree on second round of third-party market cooperation projects","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://www.fmprc.gov.cn/eng/gjhdq_665435/3265_665445/3291_664540/"
"Italy","意大利","2023-09","Italy-China Intergovernmental Committee meeting","diplomatic","多边/第三方会晤","Multilateral / third-party meeting","positive","","","","","","https://un.china-mission.gov.cn/eng/zgyw/202312/t20231215_11203016.htm"
"Italy","意大利","2023-12","Italy withdraws from Belt and Road Initiative","diplomatic","政策转向/国内政治","Policy shift / domestic politics","negative","","","","","","https://www.iai.it/en/publications/c05/timing-everything-italy-withdraws-belt-and-road-initiative"
"Italy","意大利","2024-07","Official visit to China","leader_visit","高层互访","High-level visit","positive","government_head","partner_to_china","","","","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679882/sbgx_679886/"
"Italy","意大利","2024-07","2024-2027 action plan on strengthening comprehensive strategic partnership","strategic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","https://www.gov.cn/yaowen/liebiao/202407/content_6965137.htm"
"Japan","日本","2003-06","Meeting on sidelines of G8 Summit in Evian","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Hu Jintao","Japanese Prime Minister Junichiro Koizumi","Evian, France","http://www.china.org.cn/english/international/174652.htm"
"Japan","日本","2003-10","Meeting on sidelines of APEC Summit in Bangkok","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Hu Jintao","Japanese Prime Minister Junichiro Koizumi","Bangkok, Thailand","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/"
"Japan","日本","2004-11","Meeting on sidelines of APEC Summit in Santiago","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Hu Jintao","Japanese Prime Minister Junichiro Koizumi","Santiago, Chile","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/"
"Japan","日本","2005-04","Anti-Japanese protests across major Chinese cities","diplomatic","外交抗议/摩擦","Diplomatic protest / friction","negative","","","","","","https://www.chinadaily.com.cn/english/doc/2005-04/17/content_434881.htm"
"Japan","日本","2005-04","Meeting on sidelines of Asia-Africa Summit in Jakarta","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","Chinese President Hu Jintao","Japanese Prime Minister Junichiro Koizumi","Jakarta, Indonesia","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/"
"Japan","日本","2005-06","Senkaku/Diaoyu fishing boat standoff","territorial","主权纠纷","Sovereignty dispute","negative","","","","","","https://www.chinadaily.com.cn/english/doc/2005-06/10/content_450424.htm"
"Japan","日本","2006-10","Abe First Visit","leader_visit","高层互访","High-level visit","positive","government_head","partner_to_china","","","","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/"
"Japan","日本","2007-01","Meeting on sidelines of East Asia Summit in Cebu","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","government_head","third_party_meeting","Chinese Premier Wen Jiabao","Japanese Prime Minister Shinzo Abe","Cebu, Philippines","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/"
"Japan","日本","2007-04","Official visit to Japan for bilateral talks","leader_visit","高层互访","High-level visit","neutral","government_head","china_to_partner","Chinese Premier Wen Jiabao","Japanese Prime Minister Shinzo Abe","Tokyo","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/"
"Japan","日本","2007-12","Official visit to China for bilateral summit","leader_visit","高层互访","High-level visit","neutral","government_head","partner_to_china","Japanese Prime Minister Yasuo Fukuda","Chinese President Hu Jintao","Beijing","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/"
"Japan","日本","2008-05","State visit to Japan for bilateral summit","leader_visit","高层互访","High-level visit","neutral","state_head","china_to_partner","Chinese President Hu Jintao","Japanese Prime Minister Yasuo Fukuda","Tokyo","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/"
"Japan","日本","2008-05","Hu Visits Japan","leader_visit","高层互访","High-level visit","positive","state_head","china_to_partner","","","","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676836/sbgx_676840/"
"Japan","日本","2008-05","China-Japan Joint Statement on strategic mutually beneficial relations","economic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","https://www.mfa.gov.cn/web/ziliao_674904/1179_674909/200805/t20080508_7947158.shtml"
